COD_ITEM;ITEM;TIPO_ITEM;UNIDAD_MEDIDA;ProductID
BN95-06380C;"SA PRODUCT LCD-SDC;CY-BT075HGLV3H.UTU7000K.";LD;BTS;24937
BN95-06381F;"SA ASSY PANEL FRONT;AIRISE.DITBIXBY.QMD RA";LD;BTS;24938
BN95-06383B;"SA PRODUCT LCD-CEC;CY-BT070HGPV2H.UTU7000K.";LD;BTS;24939
BN95-06410A;"SA PRODUCT LCD-AUO;CY-PT315BNAV1V(H)CT59B";LD;U;24940
BN95-06414A;"SA PRODUCT LCD-CSOT;CY-RT065HGHV1V/H.Q60T.B";LD;BTS;24941
BN95-06421A;"SA ASSY PANEL FRONT;AIRISE.DITBIXBY.QMD RA";LD;BTS;24942
BN95-06431A;"SA PRODUCT LCD-AUO;CY-RT055FGAV1V.QTLS03M.B";LD;BTS;24943
BN95-06473L;"SA SVC SUB PBA-SM-P615_E/J_SVC;EUR.SVC;SM-P";LD;BTS;24944
BN95-06497A;"SA PRODUCT LCD-AUO;CY-BT050HGAV1H.UTU8000H.";LD;BTS;24945
BN95-06497D;"SA PRODUCT LCD-AUO;CY-BT050HGAV4H.UTU7000K.";LD;BTS;24946
BN95-06499A;"SA PRODUCT LCD-CHOT;CY-BT070HGJV1H.UTU7000K";LD;BTS;24947
BN95-06541A;"SA PRODUCT LCD-CSOT;CY-BT085HGHV1H.UTU8000H";LD;BTS;24948
BN95-06555C;"SA PRODUCT LCD-SDC;CY-NT055HGLV3H.UTU8500N.";LD;BTS;24949
BN95-06599A;"SA PRODUCT LCD DP;BN95-06376C";LD;BTS;24950
BN95-06706A;"SA PRODUCT LCD-LGD;CY-BT055HGXV1H.UTU8000H.";LD;BTS;24951
BN95-06726C;"SA PRODUCT LCD-HKC;CY-BT050HGCV3H/V.UTU8000";LD;BTS;24952
BN95-06737B;"SA PRODUCT LCD-HKC;CY-BT043HGCV2H.UTU7000K.";LD;BTS;24953
BN95-06739A;"SA PRODUCT LCD-HKC;CY-BT058HGCV1H.UTU7000K.";LD;BTS;24954
BN95-06740A;"SA PRODUCT LCD-AUO;CY-BT085HGAV1H.UTU8000H.";LD;BTS;24955
BN95-06748A;"SA PRODUCT LCD-INX;CY-BT043HGNV1H.UTU8000H.";LD;BTS;24956
BN95-06755B;"SA PRODUCT LCD-CHOT;CY-BT050HGJV2H.UTU7000K";LD;BTS;24957
BN95-06844B;"SA PRODUCT LCD-SDC;CY-CT055HGLV2H/V.TU8300.";LD;BTS;24958
BN95-06845B;"SA PRODUCT LCD-SDC;CY-CT065HGLV2H/V.TU8300.";LD;BTS;24959
BN95-06908B;"SA PRODUCT LCD-HKC;CY-BT055HGCV2H.UTU7000K.";LD;BTS;24960
BN95-06911B;"SA PRODUCT LCD-CSOT;CY-BT075HGHV2H/V.UTU700";LD;BTS;24961
BN95-06915C;"SA PRODUCT LCD-SDP;CY-NT065HGSV3H.UTU8500N.";LD;BTS;24962
BN95-06923A;"SA PRODUCT LCD-AUO;CY-PR236CGAV1H(V).CRG5.C";LD;BTS;24963
BN95-06944A;"SA PRODUCT LCD-BOE;CY-MT215BNEV1H(V).T35F.F";LD;BTS;24964
BN95-06945A;"SA PRODUCT LCD-BOE;CY-MT238BNEV1H(V).T35F.F";LD;BTS;24965
BN95-06946A;SA PANEL;LD;BTS;24966
BN95-06948A;"SA ASSY PANEL FRONT;AIRISE.DITBIXBY.QMD RA";LD;BTS;24967
BN95-06959A;"SA PRODUCT LCD-SDC;CY-NN065HGLV2V/H.NU7100.";LD;BTS;24968
BN95-07018A;"SA PRODUCT LCD DP;BN95-05778C";LD;BTS;24969
BN95-07022A;"SA PRODUCT LCD-HKC;CY-BT043HGCV3H/V.UTU8000";LD;BTS;24970
BN95-07046A;"SA PRODUCT LCD-SDP;CY-BT070HGSV1H.UTU7000K.";LD;BTS;24971
BN95-07132A;"SA PRODUCT LCD-CSOT;CY-PT340KGHV1H(V)G55T";LD;U;24972
BN95-07166B;"SA PRODUCT LCD-CSOT;CY-CT055HGHV2H.UTU8300T";LD;BTS;24973
BN95-07169A;"SA PRODUCT LCD-SDP;CY-BT065HGSV1H.UTU7000K.";LD;BTS;24974
BN95-07175A;"SA PRODUCT LCD-BOE;CY-TT065FMEV1H/V.QTQ80D.";LD;BTS;24975
BN95-07203A;"SA PRODUCT LCD-SDP;CY-SA065HGSV1H/V.AU9000A";LD;BTS;24976
BN95-07204A;"SA PRODUCT LCD-LGD;CY-QA065HGXV1H/V.QAQ60G.";LD;BTS;24977
BN95-07206A;"SA PRODUCT LCD-AUO;CY-SA065HGAV1H/V.AU9000A";LD;BTS;24978
BN95-07209A;"SA PRODUCT LCD-SDP;CY-BT075HGSV1H/VUTU7000";LD;BTS;24979
BN95-07231A;"SA ASSY PANEL FRONT;AIRISE.DITBIXBY.QMD RA";LD;BTS;24980
BN95-07252A;"SA PRODUCT LCD-CEC;CY-QA050HGPV1H/V.QAQ60G.";LD;BTS;24981
BN95-07266A;"SA PRODUCT LCD-INX;CY-SA050HGNV1H/V.AU9000A";LD;BTS;24982
BN95-07269A;"SA PRODUCT LCD-AUO;CY-SA050HGAV1H/V.AU9000A";LD;BTS;24983
BN95-07270A;"SA PRODUCT LCD-INX;CY-SA043HGNV1V/H.AU8000B";LD;BTS;24984
BN95-07271A;"SA PRODUCT LCD-SDP;CY-SA065HGSV2V/H.AU8000B";LD;BTS;24985
BN95-07271C;"SA PRODUCT LCD-SDP;CY-SA065HGSV6H/V.AU8000B";LD;BTS;24986
BN95-07273A;"SA PRODUCT LCD-SDP;CY-SA060HGSV1V/H.AU8000B";LD;BTS;24987
BN95-07278A;"SA PRODUCT LCD-CEC;CY-SA050HGPV1V/H.AU8000B";LD;BTS;24988
BN95-07279A;"SA PRODUCT LCD-LGD;CY-SA055HGXV1V/H.AU8000B";LD;BTS;24989
BN95-07281A;"SA PRODUCT LCD-INX;CY-SA085HGNV1V/H.AU8000B";LD;BTS;24990
BN95-07285A;"SA ASSY PANEL FRONT;AIRISE.DITBIXBY.QMD RA";LD;BTS;24991
BN95-07290A;"SA PRODUCT LCD-CSOT;CY-QA065FGHV1H/V.QAQ70F";LD;BTS;24992
BN95-07297A;"SA PRODUCT LCD-SDP;CY-SA075HGSV2V/H.AU8000B";LD;BTS;24993
BN95-07318A;"SA PRODUCT LCD-INX;CY-TA050FLNV1H/V.QAQ95H.";LD;BTS;24994
BN95-07324A;"SA PRODUCT LCD-BOE;CY-TA055FMEV1HQAQ85KBA";LD;BTS;24995
BN95-07352A;"SA ASSY PANEL FRONT;AIRISE.DITBIXBY.QMD RA";LD;BTS;24996
BN95-07385A;"SA PRODUCT LCD-HKC;CY-SA050HGCV1V/HAU8000B";LD;BTS;24997
BN95-07386A;"SA PRODUCT LCD-CSOT;CY-SA055HGHV1V/HAU8000";LD;BTS;24998
BN95-07387A;"SA PRODUCT LCD-AUO;CY-QA055HGAV1H/V.QAQ60G.";LD;BTS;24999
BN95-07388A;"SA PRODUCT LCD-INX;CY-QA050HGNV1H/V.QAQ60G.";LD;BTS;25000
BN95-07415B;"SA PRODUCT LCD-BOE;CY-TA055FKEV2H/V.QAQ80E.";LD;BTS;25001
BN95-07422A;"SA PRODUCT LCD DP-SVC;BN95-06943A";LD;BTS;25002
BN95-07481B;"SA PRODUCT LCD-BOE;CY-TA065FKEV2H.QAQ80E.CO";LD;BTS;25003
BN95-07592A;"SA PRODUCT LCD-SDC;CY-BT065HGLV9V/H.TU7000.";LD;BTS;25004
BN95-07642D;SA ASSY T CON FHD 120HZ 46 LSJ460HW05 S;LD;BTS;25005
BN95-07666A;"SA PRODUCT LCD-AUO;CY-SA050HGAV4H/V.AU8000B";LD;BTS;25006
BN95-07697A;"SA PRODUCT LCD-BOE;CY-TA055FLEV1H/V.QAQ95H.";LD;BTS;25007
BN95-07738E;"""SA PRODUCT LCD-SDC;CY-SA055HGLV4H/VAU8000B""";LD;U;25008
BN95-07749A;"SA PRODUCT LCD-SDP;CY-BT065HGSV6H/V.UTU7000";LD;BTS;25009
BN96-24555F;"SA ASSY STAND P-COVER BOTTOM;23SE450.ABS.BL";LD;BTS;25010
BN96-28767A;"SA ASSY LED BAR P;40INCH FHD DIRE.12PKG.TOP";LD;U;25011
BN96-30434A;"SA ASSY LED BAR P;60INCH FHD DIRE.CEM3.FCPK";LD;BTS;25012
BN96-34764A;"SA ASSY LED BAR P;75 UHD_M_SDC.CEM3.VIEW";LD;BTS;25013
BN96-35345B;"SA ASSY BOARD P-FUNCTION_SW;JU7500.FUNCTION";LD;BTS;25014
BN96-35954G;"SA FFC CABLE;KANT-S.32M4500.FOLD.L400.30P";LD;BTS;25015
BN96-36076H;SA ASSY BOARD PUA43J5200AWXHC_FUNCTION_ASS;LD;BTS;25016
BN96-36273Q;"SA FFC CABLE;UA43J5003.FOLD.L450.51P";LD;BTS;25017
BN96-36273X;SA FFC CABLEUA40J5000AWXHCFOLDL60051P;LD;BTS;25018
BN96-38694D;"SA ASSY BOARD P-FUNCTION TACT;M5300CT15SF1";LD;BTS;25019
BN96-38694E;"SA ASSY BOARD P-FUNCTION TACT;M5300CT15SF1";LD;U;25020
BN96-39314A;"SA ASSY CHASSIS FRONT P;PCABSED18WHITE";LD;BTS;25021
BN96-39353B;"SA ASSY LED BAR P;55INCH_SDC_R.ALUMINUM";LD;BTS;25022
BN96-39406A;"SA ASSY LED BAR P;SF590C 27INCH.ALUMINUM.70";LD;BTS;25023
BN96-39509A;"SA ASSY PCB MAIN;QTLS03M";LD;BTS;25024
BN96-39802B;"SA ASSY BOARD P-FUNCTION TACT;K6200/K5500/K";LD;BTS;25025
BN96-39802C;"SA ASSY BOARD P-FUNCTION TACT;KS7000/7500/K";LD;BTS;25026
BN96-39802J;"SA ASSY BOARD P-FUNCTION ONE KEY;Y18 NU8000";LD;BTS;25027
BN96-39820B;"SA FFC CABLE;43KS7500FOLDL50096P";LD;BTS;25028
BN96-39820D;"SA FFC CABLE;55KS7500FOLDL50096P";LD;BTS;25029
BN96-39820E;"SA FFC CABLE;49KU6500FOLDL50096P";LD;BTS;25030
BN96-39820F;"SA FFC CABLE;55NU7100.FOLD.L500.96P.-";LD;U;25031
BN96-39820G;"SA FFC CABLE;40NU7100FOLDL50096P-";LD;BTS;25032
BN96-39820H;"SA FFC CABLE;65/75NU8000FOLDL50096P-";LD;BTS;25033
BN96-39821B;"SA FFC CABLE;49KS7500FOLDL35096P";LD;BTS;25034
BN96-39821E;"SA FFC CABLE;40NU7100FOLDL35096P-";LD;BTS;25035
BN96-39821F;"SA FFC CABLE;55NU7100.FOLD.L350.96P.-";LD;U;25036
BN96-39823B;"SA FFC CABLE;65KS7500FOLDL60096P";LD;U;25037
BN96-39823C;"SA FFC CABLE;40KU600043KU6000FOLDL60096";LD;U;25038
BN96-39823D;"SA FFC CABLE;50KU6000FOLDL60096P";LD;BTS;25039
BN96-39891A;"SA FFC CABLE;55KS7500FOLDL40096P";LD;BTS;25040
BN96-39902A;"SA FFC CABLE;65KU6000FOLDL75096P";LD;BTS;25041
BN96-39903A;"SA FFC CABLE;60KU6000FOLDL65096P";LD;BTS;25042
BN96-39903C;"SA FFC CABLE;65/75NU8000FOLDL65096P-";LD;BTS;25043
BN96-39904A;"SA FFC CABLE;60KU6000FOLDL55096P";LD;BTS;25044
BN96-39955A;"SA ASSY BOARD P-IR FUNCTION;KU6000IR ASSY_";LD;BTS;25045
BN96-40173A;SA ASSY COVER PDECORATION55UTU7000K.PCAB;LD;BTS;25046
BN96-40209F;"SA FFC CABLE;78KS9800WRINKLEL45051P""";LD;U;25047
BN96-41221A;"SA ASSY LED BAR P;43INCH_KU6000_BOE_R.CEM3.";LD;BTS;25048
BN96-42166B;"SA FFC CABLE;Q7FQ7CQ8C 49_55_65STRAIGHT";LD;BTS;25049
BN96-42166C;"SA FFC CABLE;Q7F.Q8C_75.STRAIGHT.L110.96P.Q";LD;BTS;25050
BN96-42259A;"SA ASSY BOARD P-FUNCTION ONE KEY;Q7.Q8 WAVE";LD;BTS;25051
BN96-42259B;"SA ASSY BOARD P-FUNCTION ONE KEY;Q7FQ7CQ8";LD;BTS;25052
BN96-43066B;"SA ASSY SPEAKER P-FRONT;TV-SPK.LS03.6OHM.10";LD;BTS;25053
BN96-43790F;"SA FFC CABLE;KANT-S.43M5300.FOLD.L450.51P.-";LD;BTS;25054
BN96-43872A;"SA FFC CABLE;75MU6100.FOLD.L550.96P.-";LD;BTS;25055
BN96-44226A;"SA FFC CABLE;58MU6100.FOLD.L700.96P";LD;BTS;25056
BN96-44628H;"SA ASSY PCB P-ONECONNECT;QN55Q6F LATIN.FR-";LD;BTS;25057
BN96-44703A;"SA ASSY PCB P-ONECONNECT;QN75Q8CAMKXZL.FR-1";LD;BTS;25058
BN96-44719A;"SA ASSY HOSE WATER;PURPLE.WF448AAW";LD;BTS;25059
BN96-45659A;"SA SVC COVER ASSY-REAR;L/A COM_ZD_A605GN_VN";LD;BTS;25060
BN96-45670C;"SA ASSY CHASSIS FRONT P;65UNU7100XPC+ABS+E";LD;U;25061
BN96-45909B;"SA ASSY BOARD P-FUNCTION ONE KEY;QMN. QBN.C";LD;BTS;25062
BN96-45912A;"SA ASSY BOARD P-FUNCTION;Y18 NU7300. 7100.C";LD;U;25063
BN96-46054A;"SA ASSY CHASSIS FRONT P;50UNU7100XPC+ABS+E";LD;BTS;25064
BN96-46448A;"SA ASSY COVER P-FRONT;32UJ59.ABSPMMA.HBGY";LD;BTS;25065
BN96-47701A;"SA ASSY COVER P-OC TOP;75QRQ900APCV-1TP0";LD;U;25066
BN96-48202A;"SA ASSY STAND P-BRACKET BOTTOM LEFT;82QRQ70";LD;BTS;25067
BN96-49529A;"SA FFC CABLE;QN98Q900R.FOLD.L1143.68P";LD;BTS;25068
BN96-49998D;"SA ASSY PCB MAIN;QTLS03M";LD;BTS;25069
BN96-50160A;"SA FFC CABLE;70NU6900.FOLD.L400.96P";LD;BTS;25070
BN96-50345A;"SA ASSY COVER P-DECORATION;50QTQ60F.PCABS";LD;BTS;25071
BN96-50378A;"SA ASSY LED BAR P;20Y_TU8500_50INCH_EDGE_LE";LD;BTS;25072
BN96-50550A;SA ASSY COVER PDECORATION55UTU7000K.PCAB;LD;BTS;25073
BN96-50551A;SA ASSY COVER PDECORATION55UTU7000K.PCAB;LD;BTS;25074
BN96-50665A;"SA ASSY COVER P-REAR;65QTQ60F.PCABSED20";LD;U;25075
BN96-50737A;"SA ASSY COVER P-REAR;50QTQ60FPC+ABS+ED20%";LD;U;25076
BN96-50738K;"SA ASSY COVER P-REAR;55QTQ70E.PCABSED20";LD;U;25077
BN96-50806W;"SA ASSY COVER P-REAR;58UTU8000.PCABSED20";LD;U;25078
BN96-50807M;"SA ASSY COVER P-REAR;65UTU8000.PCABSED20";LD;BTS;25079
BN96-51044A;"SA ASSY STAND P-COVER TOP RIGHT;55QTLS03S.P";LD;BTS;25080
BN96-51289A;"SA ASSY COVER P-REAR;T40F.ABS.HB.BK0007.EUR";LD;U;25081
BN96-51371B;"SA ASSY BOARD P-MAIN;UTU7000 HKC 43 LATIN.V";LD;U;25082
BN96-51660G;"SA ASSY BOARD P-MAIN;BEA-H 3IN1 50/55 LATIN";LD;U;25083
BN96-51847G;"SA ASSY BOARD P-MAIN;UTU6900 43 BOE LATIN.V";LD;BTS;25084
BN96-51849B;"SA ASSY BOARD P-MAIN;UTU7000 CHOT 50 LATIN.";LD;BTS;25085
BN96-52595A;"""SA ASSY LED BAR P;21Y AU8500ALUMINUM""";LD;U;25086
BN96-52697A;"SA ASSY STAND P-COVER NECK;34G55T.PPGF40";LD;BTS;25087
BN96-52712D;"""SA ASSY STAND P-COVER TOP;55AU8000BPP+GF40""";LD;U;25088
BN96-52796A;"SA FFC CABLE;75Q60AFOLDL65096P";LD;BTS;25089
BN96-52799A;"SA FFC;65Q60AFOLDL60024P";LD;BTS;25090
BN96-53106A;"""SA  A/S-EPOXY;3140 RTVSILICON""";LD;U;25091
BN96-53107A;"""SA  A/S ASSY-PACKING DOOR FRE;AW3-14 FDSRBL""";LD;U;25092
BN96-53276A;"SA ASSY STAND P-COVER TOP;55QALS03MPP+GF40";LD;BTS;25093
BNA0034176;ELANCO MEDICAMENTOS VETERIANRIOS;E;BTS;25094
BNA0035574;ELANCO MEDICAMENTOS VETERINARIOS;E;BTS;25095
BNA2110286;PARTES PARA MAQUINAS DE COSER CUCHILLAS GRAPADORAS CORTADORAS-MUEBLIMAQUINAS;E;BTS;25096
BNA2110288;BNA2110288 PROENFAR ALUMINIO;E;BTS;25097
BNA2111250T;PIEZAS PLASTICAS Y TERMINALES TIPO AUTOMOTRIZ // TERMINALS. FITTINGS PLASTIC - W;E;BTS;25098
BNA2112258;BOMBAS SIN MOTOR. BOMBAS CON MOTOR Y PARTES PARA BOMBAS;E;BTS;25099
BNA2201342;BNA2201342 PROENFAR ALUMINIO;E;BTS;25100
BNA2201343T;REPUESTOS PARA VEH�CULOS AUTOMOTORES PERAS DE ACEITE PERAS DE FRENOS SWITCH DE I;E;BTS;25101
BNA2201344;PARTES Y ACCESORIOS DE BICICLETAS CON SUS HERRAMIENTAS-FUEL DISTRIBUTION;E;BTS;25102
BNA2202109;BNA2202109 PROENFAR HOJA DE ALUMINIO;E;BTS;25103
BNBFL21091531;ACETAMINOFEN COMPRENSION DIRECTA;E;BTS;25104
BNSK20120330;LG MOBILE PHONE;E;BTS;25105
BNSK21101021;LG REPRODUCTOR MEDIOS DE SE�ALIZACION;E;BLL;25106
BNSK21101398;LG ELECTRONICS EARBUDS;E;BTS;25107
BNSK21111466;LG ELECTRONICS ACCESORIOS;E;BTS;25108
BNSK21111467;LG ELECTRONICS ACCESORIOS;E;BTS;25109
BNSK21111535;WIRELESS HEADSET EARBUDS_OS LG;E;BTS;25110
BNSK21120125;LG ELECTRONICS ACCESORIOS;E;BTS;25111
BNSK21120193;PJTR MOBILE LED LG;E;BTS;25112
BNSK21120316;WIRELESS HEADSET EARBUDS LG;E;BTS;25113
BNSK21120506;DIAGNOSTIC DISPLAY;E;BTS;25114
BNSK22010059;WIRELESS HEADSET EARBUNDS LG;E;BTS;25115
BNSK22010066;OLED TV 42 LG;E;BTS;25116
BNSK22010707;WIRELESS HEADSET EARBUDS LG;E;BTS;25117
BNSK22010761;PJTR LASER UHD;E;BTS;25118
BNSK22010880;OLED TV 65 LG;E;BTS;25119
BNSK22010883;WIRELESS HEADSET EARBUDS;E;BTS;25120
BNSK22011023;LG ELECTRONICS SIGNAGE MEDIA PLAYER;E;BTS;25121
BNSK22011083;LG ELECTRONICS DXD;E;BTS;25122
BNSK22011267;COMMERCIAL LED LCD MONITOR 22 LG;E;BTS;25123
BNSK22020325;WIRELESS HEADSET EARBUDS LG;E;BTS;25124
BNSK22020564;LG ELECTRONICS LED TV;E;BTS;25125
BNSK22020690;LG ELECTRONICS BATERIAS DE LITIUM;E;BTS;25126
BNSK22020691;LG ELECTRONICS BATERIAS DE LITIUM;E;BTS;25127
BNSK22020758;LG ELECTRONICS BATERIAS DE LITIUM;E;BTS;25128
BNSK22020792;LG ELECTRONIS MONITOR;E;BTS;25129
BNSK22030126;WIRELESS HEADSET EARBUDS LG;E;BTS;25130
BNSK22030630;LG ELECTRONICS MONITORES;E;BTS;25131
BNSK22030907;LG ELECTRONICS PROYECTORES;E;BTS;25132
BNSK22031142;LG ELECTRONICS EARBUDS;E;BTS;25133
BNSK22031162;LG ELECTRONICS MONITOR;E;BTS;25134
BNSK22040032;LG ELECTRONICS EARBUDS;E;BTS;25135
BNSK22040166;LG ELECTRONICS MONITOR;E;BTS;25136
BNSK22040289;LG EARBUDS;E;BTS;25137
BOARD;BOARD BUYBACK;LD;U;25138
BOARD CNL;BOARD CNL BOXD945GCNL;E;U;25139
BOARD H410M;BOARD H410M HG;E;U;25140
BOARD NZDO B2X;BOARD NACIONALIZADOB2X;LD;U;25141
BOARDS-MAINBOARD B2X;BOARDS-MAINBOARD HUAWEI;LD;U;25142
BODEGA 1;COMPUTADORES PORTATILES Y DE ESCRITORIO MOUSES. TECLADOS. CPUS.MONITORES.;LD;U;25143
BODEGA 2;COMPUTADORES COMPLETOS Y SUS PARTES MOUSE. TECLADOS. CPUS. MONITORES;LD;U;25144
BODY SAMPLE;BODY- CORSET SAMPLE;ZF;U;25145
BOG-0014;COSMETICOS Y EMPAQUES;LD;BTS;25146
BOG-0016;COSMETICOS Y EMPAQUES;LD;BTS;25147
BOG-0017;COSMETICOS Y TECNOLOGIA;LD;BTS;25148
BOG-0019;INMOBILIARIO;LD;BTS;25149
BOG-0020;INMOBILIARIO;LD;BTS;25150
BOG-0021;INMOBILIARIO;LD;BTS;25151
BOG-0022;MENAJE;LD;BTS;25152
BOG-0022.;INMOBILIARIO;LD;BTS;25153
BOG-0023;COSMETICOS. BOLSOS. INSUMOS;LD;BTS;25154
BOG004NZDO;INSTRUMENTOS MEDICOS;LD;BTS;25155
BOG005;SCAR MD;E;BTS;25156
BOG01;LLAVE TUBO PESADO-FIXATO;LD;BTS;25157
BOG01042;MEDICA SUPLLIES;E;BTS;25158
BOG01053;DIALIZADORES;E;BTS;25159
BOG01220401;BOG01220401 SISTEMAS DE AUDIO CORBETA;E;BTS;25160
BOG01220901;BOG01220901 PERIFERICOS CORBETA;E;BTS;25161
BOG05011829;EQUIPOS DENTALES Y ACCESORIOS;E;BTS;25162
BOG1104761 OC 4772200381-;BOG1104761 OC 4772200381-1 - ACCESORIOS DE SEGURIDAD - JOHNSON CONTROLS;LD;BTS;25163
BOG1104963 OC 4772235063-;BOG1104963 OC 4772235063-1 - CABLE - JOHNSON CONTROLS;LD;BTS;25164
BOG1109201 OC 4772200276-;BOG1109201 OC 4772200276-1 - NVR CANALES - JOHNSON CONTROLS;LD;BTS;25165
BOG1109450 OC 4772200381-;BOG1109450 OC 4772200381-1 - PORTACANDADO - JOHNSON CONTROLS;LD;BTS;25166
BOG1109451 OC 4772200253-;BOG1109451 OC 4772200253-1 - PORTACANDADO - JOHNSON CONTROLS;LD;BTS;25167
BOG1112837 OC 4772200734-;BOG1112837 OC 4772200734-1 - SEGUROS - PORTACANDADOS - JOHNSON CONTROLS;LD;BTS;25168
BOG1116144 OC 20510000103;BOG1116144 OC 205100001033 - CORAZA PVC - TYCO SERVICES S.A;LD;BTS;25169
BOG1117489 OC 4772235095-;BOG1117489 OC 4772235095-1 - FUENTE DE PODER - JOHNSON CONTROLS;LD;BTS;25170
BOG12210901;BOG12210901 SISTEMAS DE AUDIO CORBETA;E;BTS;25171
BOG12211601;BOG12211601 PERIFERICOS CORBETA;E;BTS;25172
BOG1540;COMUNICTION EQUIPMENT RADIOTELEPHONES MICROPHONES BATERIES AND ACCESORIES;E;BTS;25173
BOG15550872;LAN CABLE;E;BTS;25174
BOG158831;BOG158831 YEAPDATA LPD PROJECTOR;E;BTS;25175
BOG1682622;DOTERRA COLOMBIA LLC SUCURSAL COLOMBIA PRODUCTOS PARA EL CUIDADO DE LA SALUD;E;BTS;25176
BOG18007 OCV4772200740-1;BOG18007 OCV4772200740-1 - JUEGOS DE LLAVES - ALICATE - NAVAJA - MARTILLO - JOHN;LD;BTS;25177
BOG18235 OC 4772200839-1;BOG18235 OC 4772200839-1 - PINZA VOLTIAMPERIMETRICA - JOHNSON CONTROLS;LD;BTS;25178
BOG18240 OC 4772200818-1;BOG18240 OC 4772200818-1 - MOCHILA - JOHNSON CONTROLS;LD;BTS;25179
BOG-22;INMOBILIARIO;LD;BTS;25180
BOG461027313;PIEZAS METALICAS - DISTRUBUCTION DE PRODUCTOS;E;BTS;25181
BOG466827469;FLANNET BIB - CO Y TEX;E;BTS;25182
BOG468627512;COLUMNAS Y VIGAS;E;BTS;25183
BOG469127512;ALAMBRE REDONDO ESTIRADO EN FR�O;E;BTS;25184
BOG471327596;TODO EN UNO DELL - DISCOMPUCOL SAS;E;BTS;25185
BOG472727585;CICLO COMPUTADOR ELEMNT BOLT;E;BTS;25186
BOG5602;PORTATIL THINKBOOK 14 LENOVO Y ANTENAS AP;LD;BTS;25187
BOG5681NZDO;PORTATIL MARCA LENOVO;LD;BTS;25188
BOG5706NZDO;NOTEBOOK THINKPAD E14 GEN 2 CODIGO 20T7S2HT00;LD;BTS;25189
BOG6058NZDO;PORTATIL THINKBOOK COD-20VD00KDLM;LD;BTS;25190
BOG6199;PORTATIL LENOVO 20VD00KDLM;LD;BTS;25191
BOG8513;LAMINA PROTECTORA PARA CELULAR;E;BTS;25192
BOG8550;PROTECTOR PARA PANTALLA DE CELULAR;E;BTS;25193
BOGCO-00001750;BOMBILLOS LED - CISNE NEGRO INVERSIONES SAS;E;BTS;25194
BOGCO-00002256;CISNE NEGRO - LUCES LED-CDS-ACCESORIOS;E;BTS;25195
BOG-EC1198-21-05;REDUCTORES DE VELOCIDAD-SM CICLO;E;BTS;25196
B-OK-33;FABOTERAPICO ANTIOFIDICO;LD;U;25197
BOLDENONA FCO X 250 ML;BOLDENONA FCO X 250 ML MV;ZF;U;25198
BOLDENONA FCO X 50 ML;BOLDENONA FCO X 50 ML MV;ZF;U;25199
BOLDENONA X 250 ML SERV;BOLDENONA FCO X 250 ML SERV SFC;NE;U;25200
BOLDENONA X 50 ML SERV;BOLDENONA FCO X 50 ML SERV SFC;NE;U;25201
BOLDENONA X500 ML;BOLDENONA X500 ML SERV SFC;NE;U;25202
BOLENA;TEXTILES;LD;M;25203
BOLIGRAFO;BOLIGRAFO;LD;BTS;25204
BOLIGRAFO ANTIBACTERIANO;BOLIGRAFO ANTIBACTERIANO;LD;U;25205
BOLIGRAFOS;BOLIGRAFONO LENOVO;LD;U;25206
BOLSA DE MERCADO NICK;BOLSA DE MERCADO NICK;LD;U;25207
BOLSA DE MERCADO PARAMOUN;BOLSA DE MERCADO PARAMOUNT;LD;U;25208
BOLSA EMPAQUE;BOLSA EMPAQUE;NE;U;25209
BOLSA EXP;BOLSA NACIONAL SIN IVA;NE;U;25210
BOLSA FRUTA VACIO;BOLSA FRUTA VACIO;NE;U;25211
BOLSA PLASTICA;BOLSA PLASTICA 13 M PARA BOTELLAS PET;NE;U;25212
BOLSA POLIPROPILENO;BOLSA POLIPROPILENO;LD;U;25213
BOLSA REFRIGERADO;BOLSA REFRIGERADO (MG. GB. MY. MR. GY);NE;U;25214
BOLSA VINILO-10837;BOLSA VINILO;NE;U;25215
BOLSA-POLIETI-NZDO;BOLSA PLASTICA EN UNIDADES NACIONALIZADA;LD;U;25216
BOLSAS;BOLSAS PRODUCTO TERMINADO;NE;U;25217
BOLSAS A RAYAS;BOLSAS A RAYAS;LD;BTS;25218
BOLSAS PLASTICAS;BOLSAS PLASTICAS;E;U;25219
BOLSAS PLASTICAS;BOLSAS PLASTICAS;NE;NAR;25220
BOLSO TORY;BOLSO TORY;NE;U;25221
BOLSO VELEZ3;BOLSO VELEZ3;ZF;NAR;25222
BOM 2052 8810;LEVOCETIRIZINE DIHYDROCHLORIDE;E;BTS;25223
BOM-2052 5269;ALENDRONATE SODIUM USP;E;BTS;25224
BOM-2052 5956;OXYMETAZOLINE;E;BTS;25225
BOM-20524944;LA SANTE MEDICAMENTOS;E;BTS;25226
BOM20525336;ATENOLOL USP;E;BTS;25227
BOM20525699;DESLORATADINE;E;BTS;25228
BOM20526070;FLUCONAZOLE;E;BTS;25229
BOM20526996;LANSOPRAZOLE PELLETS;E;BTS;25230
BOM20527165;TADALAFIL;E;BTS;25231
BOM20528389;LASANTE MEDICAMENTOS;E;BTS;25232
BOM20528684;ZOPICLONE EP;E;BTS;25233
BOM20529037;LANSOPRAZOLE PELLETS;E;BTS;25234
BOM21030033;CAPSULAS VACIAS 312 CAJAS 1 X 40-OTPU619256-0;E;BTS;25235
